,SOC,SOH,Power,T,SEI_after,SEI_delta
5814,51,1.0,0.47368000000000005,23,1.00000049003809e-08,49.003809000000004
5815,51,1.0,0.57895,23,1.00000050160536e-08,50.160536
5816,51,1.0,0.68421,23,1.0000005136632299e-08,51.36632301
5817,51,1.0,0.78947,23,1.00000052604142e-08,52.604142
5818,51,1.0,0.89474,23,1.00000053879987e-08,53.879987
5819,51,1.0,1.0,23,1.00000055190145e-08,55.190144999999994
5830,51,1.1111,0.052632000000000005,23,1.1111004467792099e-08,44.67792101
5831,51,1.1111,0.15789,23,1.1111004569538701e-08,45.695387
5832,51,1.1111,0.26316,23,1.11110046751896e-08,46.75189601
5833,51,1.1111,0.36841999999999997,23,1.11110047832564e-08,47.832564
5834,51,1.1111,0.47368000000000005,23,1.11110048950139e-08,48.95013901
5835,51,1.1111,0.57895,23,1.1111005009897199e-08,50.09897201
5836,51,1.1111,0.68421,23,1.1111005128800701e-08,51.288007
5837,51,1.1111,0.78947,23,1.11110052512453e-08,52.51245301
5838,51,1.1111,0.89474,23,1.11110053764578e-08,53.76457801
5839,51,1.1111,1.0,23,1.11110055055922e-08,55.05592201
5850,51,1.2222,0.052632000000000005,23,1.22220044669572e-08,44.669571999999995
5851,51,1.2222,0.15789,23,1.22220045682243e-08,45.682243
5852,51,1.2222,0.26316,23,1.2222004671693602e-08,46.716936
5853,51,1.2222,0.36841999999999997,23,1.22220047796681e-08,47.79668101
5854,51,1.2222,0.47368000000000005,23,1.22220048901474e-08,48.901474
5855,51,1.2222,0.57895,23,1.22220050038401e-08,50.038401
5856,51,1.2222,0.68421,23,1.22220051210125e-08,51.210125
5857,51,1.2222,0.78947,23,1.2222005241171201e-08,52.41171199
5858,51,1.2222,0.89474,23,1.22220053659091e-08,53.65909099
5859,51,1.2222,1.0,23,1.2222005493662e-08,54.93662
5870,51,1.3333,0.052632000000000005,23,1.33330044663393e-08,44.66339301
5871,51,1.3333,0.15789,23,1.33330045660001e-08,45.66000101
5872,51,1.3333,0.26316,23,1.33330046696372e-08,46.69637201
5873,51,1.3333,0.36841999999999997,23,1.33330047760657e-08,47.76065701
5874,51,1.3333,0.47368000000000005,23,1.33330048852878e-08,48.852878000000004
5875,51,1.3333,0.57895,23,1.33330049977587e-08,49.97758701
5876,51,1.3333,0.68421,23,1.33330051138864e-08,51.138864
5877,51,1.3333,0.78947,23,1.33330052328995e-08,52.32899501
5878,51,1.3333,0.89474,23,1.33330053552469e-08,53.552468999999995
5879,51,1.3333,1.0,23,1.3333005481414401e-08,54.81414399999999
5890,51,1.4444,0.052632000000000005,23,1.44440044653397e-08,44.65339699
5891,51,1.4444,0.15789,23,1.4444004565234e-08,45.65233999
5892,51,1.4444,0.26316,23,1.4444004667481601e-08,46.67481599
5893,51,1.4444,0.36841999999999997,23,1.44440047714728e-08,47.714728
5894,51,1.4444,0.47368000000000005,23,1.44440048809477e-08,48.80947699
5895,51,1.4444,0.57895,23,1.4444004992076599e-08,49.92076601
5896,51,1.4444,0.68421,23,1.4444005106102401e-08,51.06102399
5897,51,1.4444,0.78947,23,1.4444005224108699e-08,52.241087
5898,51,1.4444,0.89474,23,1.4444005344964901e-08,53.449649
5899,51,1.4444,1.0,23,1.4444005469203699e-08,54.692037
5910,51,1.5556,0.052632000000000005,23,1.55560044644786e-08,44.64478601
5911,51,1.5556,0.15789,23,1.55560045626279e-08,45.62627899
5912,51,1.5556,0.26316,23,1.55560046643634e-08,46.64363398
5913,51,1.5556,0.36841999999999997,23,1.55560047688484e-08,47.688484
5914,51,1.5556,0.47368000000000005,23,1.55560048757396e-08,48.757396
5915,51,1.5556,0.57895,23,1.55560049856693e-08,49.85669299
5916,51,1.5556,0.68421,23,1.55560050989782e-08,50.989782
5917,51,1.5556,0.78947,23,1.55560052148491e-08,52.14849098
5918,51,1.5556,0.89474,23,1.55560053347237e-08,53.34723699
5919,51,1.5556,1.0,23,1.5556005457806702e-08,54.57806698
5930,51,1.6667,0.052632000000000005,23,1.666700446369e-08,44.6369
5931,51,1.6667,0.15789,23,1.66670045610507e-08,45.610507
5932,51,1.6667,0.26316,23,1.66670046619699e-08,46.61969901
5933,51,1.6667,0.36841999999999997,23,1.66670047652024e-08,47.65202399
5934,51,1.6667,0.47368000000000005,23,1.66670048706982e-08,48.70698199
5935,51,1.6667,0.57895,23,1.66670049806249e-08,49.806249
5936,51,1.6667,0.68421,23,1.66670050920556e-08,50.92055602
5937,51,1.6667,0.78947,23,1.66670052074352e-08,52.07435201
5938,51,1.6667,0.89474,23,1.66670053253936e-08,53.25393601
5939,51,1.6667,1.0,23,1.66670054457931e-08,54.45793101
5950,51,1.7778,0.052632000000000005,23,1.77780044622961e-08,44.62296102
5951,51,1.7778,0.15789,23,1.7778004558584602e-08,45.585846000000004
5952,51,1.7778,0.26316,23,1.77780046584638e-08,46.584638
5953,51,1.7778,0.36841999999999997,23,1.77780047614015e-08,47.61401501
5954,51,1.7778,0.47368000000000005,23,1.77780048665465e-08,48.665465000000005
5955,51,1.7778,0.57895,23,1.77780049745701e-08,49.74570101
5956,51,1.7778,0.68421,23,1.77780050851344e-08,50.851344
5957,51,1.7778,0.78947,23,1.77780051984263e-08,51.984263
5958,51,1.7778,0.89474,23,1.77780053153243e-08,53.15324302
5959,51,1.7778,1.0,23,1.7778005434942998e-08,54.34943003
5970,51,1.8889,0.052632000000000005,23,1.8889004461187198e-08,44.611872
5971,51,1.8889,0.15789,23,1.8889004557271902e-08,45.57271898
5972,51,1.8889,0.26316,23,1.88890046559645e-08,46.55964497
5973,51,1.8889,0.36841999999999997,23,1.88890047566072e-08,47.56607198
5974,51,1.8889,0.47368000000000005,23,1.88890048616644e-08,48.61664397
5975,51,1.8889,0.57895,23,1.88890049683391e-08,49.68339098
5976,51,1.8889,0.68421,23,1.88890050779426e-08,50.779426
5977,51,1.8889,0.78947,23,1.8889005189896802e-08,51.89896798
5978,51,1.8889,0.89474,23,1.8889005305436302e-08,53.05436297
5979,51,1.8889,1.0,23,1.88890054230297e-08,54.23029699
5990,51,2.0,0.052632000000000005,23,2.00000044597128e-08,44.597128000000005
5991,51,2.0,0.15789,23,2.0000004555279898e-08,45.55279901
5992,51,2.0,0.26316,23,2.0000004653231e-08,46.532309999999995
5993,51,2.0,0.36841999999999997,23,2.0000004753501202e-08,47.53501198
5994,51,2.0,0.47368000000000005,23,2.00000048565263e-08,48.56526299
5995,51,2.0,0.57895,23,2.00000049626844e-08,49.62684399
5996,51,2.0,0.68421,23,2.0000005070778998e-08,50.70779001
5997,51,2.0,0.78947,23,2.0000005181283598e-08,51.81283601
5998,51,2.0,0.89474,23,2.00000052959962e-08,52.95996201
5999,51,2.0,1.0,23,2.00000054119691e-08,54.119691
6010,50,1.0,0.052632000000000005,23,1.00000044684039e-08,44.68403899
6011,50,1.0,0.15789,23,1.00000045708111e-08,45.70811101
6012,50,1.0,0.26316,23,1.00000046772432e-08,46.77243199
6013,50,1.0,0.36841999999999997,23,1.00000047864028e-08,47.864028000000005
6014,50,1.0,0.47368000000000005,23,1.0000004898867901e-08,48.98867899
6015,50,1.0,0.57895,23,1.0000005014652901e-08,50.14652899
6016,50,1.0,0.68421,23,1.0000005134923301e-08,51.34923299
6017,50,1.0,0.78947,23,1.00000052578158e-08,52.578157999999995
6018,50,1.0,0.89474,23,1.00000053849452e-08,53.849452
6019,50,1.0,1.0,23,1.00000055159352e-08,55.159352
6030,50,1.1111,0.052632000000000005,23,1.1111004467671099e-08,44.67671101
6031,50,1.1111,0.15789,23,1.11110045690037e-08,45.69003701
6032,50,1.1111,0.26316,23,1.11110046743742e-08,46.74374201
6033,50,1.1111,0.36841999999999997,23,1.11110047827544e-08,47.82754401
6034,50,1.1111,0.47368000000000005,23,1.11110048942104e-08,48.94210401
6035,50,1.1111,0.57895,23,1.11110050085558e-08,50.085558
6036,50,1.1111,0.68421,23,1.11110051273648e-08,51.27364801
6037,50,1.1111,0.78947,23,1.1111005249367801e-08,52.493678
6038,50,1.1111,0.89474,23,1.11110053745203e-08,53.74520301
6039,50,1.1111,1.0,23,1.11110055035669e-08,55.03566901
6050,50,1.2222,0.052632000000000005,23,1.22220044667985e-08,44.667984999999994
6051,50,1.2222,0.15789,23,1.22220045678553e-08,45.678553
6052,50,1.2222,0.26316,23,1.2222004671814001e-08,46.71813999
6053,50,1.2222,0.36841999999999997,23,1.2222004778990901e-08,47.78990899
6054,50,1.2222,0.47368000000000005,23,1.22220048893096e-08,48.893096
6055,50,1.2222,0.57895,23,1.22220050022748e-08,50.022748
6056,50,1.2222,0.68421,23,1.2222005119758799e-08,51.197588
6057,50,1.2222,0.78947,23,1.2222005240673601e-08,52.40673599
6058,50,1.2222,0.89474,23,1.22220053647076e-08,53.647076
6059,50,1.2222,1.0,23,1.22220054918541e-08,54.91854099
6070,50,1.3333,0.052632000000000005,23,1.33330044661128e-08,44.66112801
6071,50,1.3333,0.15789,23,1.3333004566023e-08,45.66023
6072,50,1.3333,0.26316,23,1.33330046695105e-08,46.69510501
6073,50,1.3333,0.36841999999999997,23,1.3333004775538399e-08,47.75538401
6074,50,1.3333,0.47368000000000005,23,1.3333004885059e-08,48.850590000000004
6075,50,1.3333,0.57895,23,1.33330049977101e-08,49.97710101
6076,50,1.3333,0.68421,23,1.33330051134523e-08,51.13452301
6077,50,1.3333,0.78947,23,1.33330052323246e-08,52.323246000000005
6078,50,1.3333,0.89474,23,1.3333005354644699e-08,53.54644701
6079,50,1.3333,1.0,23,1.33330054813103e-08,54.81310301
6090,50,1.4444,0.052632000000000005,23,1.4444004465165e-08,44.65165001
6091,50,1.4444,0.15789,23,1.44440045644139e-08,45.64413899
6092,50,1.4444,0.26316,23,1.4444004666922301e-08,46.66922299
6093,50,1.4444,0.36841999999999997,23,1.4444004772027501e-08,47.72027499
6094,50,1.4444,0.47368000000000005,23,1.44440048804128e-08,48.804128000000006
6095,50,1.4444,0.57895,23,1.44440049918165e-08,49.918165
6096,50,1.4444,0.68421,23,1.4444005106226301e-08,51.06226299
6097,50,1.4444,0.78947,23,1.4444005223823601e-08,52.23823599
6098,50,1.4444,0.89474,23,1.44440053451705e-08,53.451705000000004
6099,50,1.4444,1.0,23,1.44440054695196e-08,54.69519601
6110,50,1.5556,0.052632000000000005,23,1.55560044643256e-08,44.64325599
6111,50,1.5556,0.15789,23,1.5556004563242097e-08,45.632421
6112,50,1.5556,0.26316,23,1.5556004664130802e-08,46.64130798
6113,50,1.5556,0.36841999999999997,23,1.55560047681828e-08,47.681828
6114,50,1.5556,0.47368000000000005,23,1.55560048765669e-08,48.765669
6115,50,1.5556,0.57895,23,1.5556004986840098e-08,49.86840101
6116,50,1.5556,0.68421,23,1.55560050995876e-08,50.99587601
6117,50,1.5556,0.78947,23,1.55560052165024e-08,52.165024
6118,50,1.5556,0.89474,23,1.55560053361469e-08,53.36146899
6119,50,1.5556,1.0,23,1.55560054580141e-08,54.58014099
6130,50,1.6667,0.052632000000000005,23,1.66670044631962e-08,44.631962
6131,50,1.6667,0.15789,23,1.66670045611475e-08,45.611475
6132,50,1.6667,0.26316,23,1.66670046619632e-08,46.61963201
6133,50,1.6667,0.36841999999999997,23,1.66670047657606e-08,47.657606
6134,50,1.6667,0.47368000000000005,23,1.66670048722603e-08,48.722603
6135,50,1.6667,0.57895,23,1.6667004980743898e-08,49.80743902
6136,50,1.6667,0.68421,23,1.66670050928866e-08,50.92886601
6137,50,1.6667,0.78947,23,1.66670052075657e-08,52.075657
6138,50,1.6667,0.89474,23,1.66670053272006e-08,53.272006000000005
6139,50,1.6667,1.0,23,1.66670054471216e-08,54.47121599
6150,50,1.7778,0.052632000000000005,23,1.77780044619215e-08,44.61921501
6151,50,1.7778,0.15789,23,1.77780045589569e-08,45.58956901
6152,50,1.7778,0.26316,23,1.77780046597186e-08,46.597186
6153,50,1.7778,0.36841999999999997,23,1.77780047611485e-08,47.61148503
6154,50,1.7778,0.47368000000000005,23,1.77780048675473e-08,48.67547302
6155,50,1.7778,0.57895,23,1.7778004975773098e-08,49.75773102
6156,50,1.7778,0.68421,23,1.77780050861653e-08,50.86165302
6157,50,1.7778,0.78947,23,1.77780052003219e-08,52.00321901
6158,50,1.7778,0.89474,23,1.7778005317397698e-08,53.17397703
6159,50,1.7778,1.0,23,1.77780054372255e-08,54.37225502
6170,50,1.8889,0.052632000000000005,23,1.88890044606087e-08,44.60608699
6171,50,1.8889,0.15789,23,1.88890045560323e-08,45.56032298
6172,50,1.8889,0.26316,23,1.88890046556802e-08,46.55680199
6173,50,1.8889,0.36841999999999997,23,1.88890047581205e-08,47.58120499
6174,50,1.8889,0.47368000000000005,23,1.8889004862179302e-08,48.62179297
6175,50,1.8889,0.57895,23,1.88890049695467e-08,49.69546699
6176,50,1.8889,0.68421,23,1.88890050793341e-08,50.793341
6177,50,1.8889,0.78947,23,1.88890051923733e-08,51.92373297
6178,50,1.8889,0.89474,23,1.88890053080437e-08,53.080436999999996
6179,50,1.8889,1.0,23,1.88890054266747e-08,54.26674697
6190,50,2.0,0.052632000000000005,23,2.00000044590946e-08,44.59094598
6191,50,2.0,0.15789,23,2.00000045552022e-08,45.55202199
6192,50,2.0,0.26316,23,2.00000046536785e-08,46.53678501
6193,50,2.0,0.36841999999999997,23,2.00000047540948e-08,47.54094799
6194,50,2.0,0.47368000000000005,23,2.0000004856630702e-08,48.56630699
6195,50,2.0,0.57895,23,2.0000004963732298e-08,49.63732301
6196,50,2.0,0.68421,23,2.00000050719575e-08,50.71957499
6197,50,2.0,0.78947,23,2.00000051835568e-08,51.83556799
6198,50,2.0,0.89474,23,2.0000005298468e-08,52.98467999
6199,50,2.0,1.0,23,2.00000054148754e-08,54.14875399
6210,49,1.0,0.052632000000000005,23,1.00000044680657e-08,44.680657000000004
6211,49,1.0,0.15789,23,1.0000004570162601e-08,45.70162599
6212,49,1.0,0.26316,23,1.0000004676135e-08,46.76135
6213,49,1.0,0.36841999999999997,23,1.00000047854147e-08,47.854147
6214,49,1.0,0.47368000000000005,23,1.00000048980376e-08,48.980376
6215,49,1.0,0.57895,23,1.0000005013028801e-08,50.13028799
6216,49,1.0,0.68421,23,1.00000051332367e-08,51.33236699
6217,49,1.0,0.78947,23,1.00000052560617e-08,52.56061699
6218,49,1.0,0.89474,23,1.0000005382905001e-08,53.82904999
6219,49,1.0,1.0,23,1.00000055127495e-08,55.127494999999996
6230,49,1.1111,0.052632000000000005,23,1.11110044672839e-08,44.67283901
6231,49,1.1111,0.15789,23,1.11110045691262e-08,45.69126201
6232,49,1.1111,0.26316,23,1.11110046738517e-08,46.73851701
6233,49,1.1111,0.36841999999999997,23,1.11110047817856e-08,47.817856
6234,49,1.1111,0.47368000000000005,23,1.11110048934439e-08,48.934439000000005
6235,49,1.1111,0.57895,23,1.11110050080222e-08,50.08022201
6236,49,1.1111,0.68421,23,1.11110051264799e-08,51.26479901
6237,49,1.1111,0.78947,23,1.11110052479242e-08,52.47924201
6238,49,1.1111,0.89474,23,1.11110053728138e-08,53.72813801
6239,49,1.1111,1.0,23,1.11110055014584e-08,55.01458401
6250,49,1.2222,0.052632000000000005,23,1.22220044665912e-08,44.66591201
6251,49,1.2222,0.15789,23,1.2222004567387099e-08,45.67387101
6252,49,1.2222,0.26316,23,1.22220046709226e-08,46.709226
6253,49,1.2222,0.36841999999999997,23,1.2222004778387301e-08,47.78387299
6254,49,1.2222,0.47368000000000005,23,1.22220048886092e-08,48.886092
6255,49,1.2222,0.57895,23,1.22220050025129e-08,50.025129
6256,49,1.2222,0.68421,23,1.22220051195619e-08,51.195619
6257,49,1.2222,0.78947,23,1.2222005239624999e-08,52.39625
6258,49,1.2222,0.89474,23,1.2222005363452999e-08,53.634530000000005
6259,49,1.2222,1.0,23,1.22220054910553e-08,54.91055299
6270,49,1.3333,0.052632000000000005,23,1.3333004465730401e-08,44.657303999999996
6271,49,1.3333,0.15789,23,1.33330045656297e-08,45.65629701
6272,49,1.3333,0.26316,23,1.33330046695789e-08,46.69578901
6273,49,1.3333,0.36841999999999997,23,1.33330047752147e-08,47.75214701
6274,49,1.3333,0.47368000000000005,23,1.33330048847823e-08,48.847823
6275,49,1.3333,0.57895,23,1.33330049973902e-08,49.973902
6276,49,1.3333,0.68421,23,1.33330051128397e-08,51.12839701
6277,49,1.3333,0.78947,23,1.3333005232296e-08,52.32296001
6278,49,1.3333,0.89474,23,1.33330053545526e-08,53.54552601
6279,49,1.3333,1.0,23,1.33330054800344e-08,54.80034401
6290,49,1.4444,0.052632000000000005,23,1.44440044649324e-08,44.64932399
6291,49,1.4444,0.15789,23,1.44440045643449e-08,45.64344901
6292,49,1.4444,0.26316,23,1.4444004666832701e-08,46.66832699
6293,49,1.4444,0.36841999999999997,23,1.4444004771663401e-08,47.71663399
6294,49,1.4444,0.47368000000000005,23,1.44440048805447e-08,48.805446999999994
6295,49,1.4444,0.57895,23,1.44440049920504e-08,49.92050401
6296,49,1.4444,0.68421,23,1.44440051071208e-08,51.07120799
6297,49,1.4444,0.78947,23,1.44440052241804e-08,52.241803999999995
6298,49,1.4444,0.89474,23,1.4444005345524299e-08,53.455243
6299,49,1.4444,1.0,23,1.4444005470177299e-08,54.701772999999996
6310,49,1.5556,0.052632000000000005,23,1.55560044640231e-08,44.64023099
6311,49,1.5556,0.15789,23,1.5556004562191098e-08,45.62191101
6312,49,1.5556,0.26316,23,1.55560046642794e-08,46.642794
6313,49,1.5556,0.36841999999999997,23,1.55560047687121e-08,47.687121000000005
6314,49,1.5556,0.47368000000000005,23,1.55560048758091e-08,48.758091
6315,49,1.5556,0.57895,23,1.55560049864186e-08,49.86418599
6316,49,1.5556,0.68421,23,1.55560051005931e-08,51.00593098
6317,49,1.5556,0.78947,23,1.5556005217057098e-08,52.17057101
6318,49,1.5556,0.89474,23,1.5556005336220198e-08,53.36220201
